#Sample,Species,Chinese,Coverage,CovRate,Depth,Abs_Abu,Re_Abu,Genus,GenusCh,Genus_Abs_Abu,Genus_Re_Abu,MRN,SMRN,SMRNG,SDCOV,SDdepth,SDMRN,SDSMRN,SDSMRNG,Gram,ID
17S0585608,Bradyrhizobium_japonicum,ÈÕ±¾ÂıÉú¸ùÁö¾ú,1006/9207384,0.011,1,0.8689,2.68,Bradyrhizobium,ÂıÉú¸ùÁö¾úÊô,2.589,8,8,4,19,0.0076,1,6,3,13,G-,id|07814469|ref|BAC_0152825|
17S0585608,Bradyrhizobium_S23321,ÂıÉú¸ùÁö¾ú*,721/7231841,0.01,1,0.9679,2.99,Bradyrhizobium,ÂıÉú¸ùÁö¾úÊô,2.589,8,7,3,19,0.0069,1,5,2,13,G-,id|00446926|ref|BAC_0603257|
17S0585608,Bradyrhizobium_ORS,ÂıÉú¸ùÁö¾ú*,271/7456587,0.0036,1,0.2682,0.83,Bradyrhizobium,ÂıÉú¸ùÁö¾úÊô,2.589,8,2,1,19,0.0025,1,1,1,13,G-,id|03297049|ref|BAC_0182783|
17S0585608,Agromonas_oligotrophica,¹ÑÑøÍÁÈÀµ¥°û¾ú,492/8264165,0.006,1,0.484,1.5,Bradyrhizobium,ÂıÉú¸ùÁö¾úÊô,2.589,8,4,0,19,0.0041,1,3,0,13,G-,id|05374044|ref|BAC_0092838|
17S0585608,Salmonella_Typhi,ÉËº®É³ÃÅÊÏ¾ú,1982/4791961,0.041,1,3.1302,9.67,Salmonella,É³ÃÅÊÏ¾úÊô,3.7365,11.55,15,5,18,0.0282,1,10,3,12,G-,id|05553137|ref|BAC_0761257|
17S0585608,Salmonella_enterica,³¦µÀÉ³ÃÅ¾ú,124/4977480,0.0025,1,0.2009,0.62,Salmonella,É³ÃÅÊÏ¾úÊô,3.7365,11.55,1,0,18,0.0017,1,1,0,12,G-,id|03133341|ref|BAC_0240783|
17S0585608,Salmonella_typhimurium,ÊóÉËº®É³ÃÅ¾ú,286/4933631,0.0058,1,0.4054,1.25,Salmonella,É³ÃÅÊÏ¾úÊô,3.7365,11.55,2,0,18,0.004,1,1,0,12,G-,id|07421255|ref|BAC_0576948|
17S0585608,Staphylococcus_capitis,Í·ÆÏÌÑÇò¾ú,545/2466594,0.022,1,1.6217,5.01,Staphylococcus,ÆÏÌÑÇò¾úÊô,4.2007,12.98,4,4,11,0.0151,1,3,3,8,G+,id|05523505|ref|BAC_0373706|
17S0585608,Staphylococcus_haemolyticus,ÈÜÑªÆÏÌÑÇò¾ú,347/2685015,0.013,1,1.1173,3.45,Staphylococcus,ÆÏÌÑÇò¾úÊô,4.2007,12.98,3,3,11,0.0089,1,2,2,8,G+,id|08669641|ref|BAC_0084086|
17S0585608,Staphylococcus_aureus,½ğ»ÆÉ«ÆÏÌÑÇò¾ú,269/3043210,0.0088,1,0.6572,2.03,Staphylococcus,ÆÏÌÑÇò¾úÊô,4.2007,12.98,2,2,11,0.0061,1,1,1,8,G+,id|00627736|ref|BAC_0001852|
17S0585608,Staphylococcus_warneri,ÎÖÊÏÆÏÌÑÇò¾ú,251/2486042,0.01,1,0.8045,2.49,Staphylococcus,ÆÏÌÑÇò¾úÊô,4.2007,12.98,2,2,11,0.0069,1,1,1,8,G+,id|00803419|ref|BAC_0438675|
17S0585608,Propionibacterium_acnes,ğî´¯±ûËá¸Ë¾ú,1322/2560282,0.052,1,3.9058,12.07,Propionibacterium,±ûËá¸Ë¾úÊô,3.9058,12.07,10,10,10,0.0358,1,7,7,7,G+,id|08674738|ref|BAC_0164449|
17S0585608,Neisseria_lactamica,ÈéÌÇÄÎÉªÇò¾ú,518/2220606,0.023,1,1.8013,5.57,Neisseria,ÄÎÉª¾úÊô,4.0196,12.42,4,2,9,0.0158,1,3,1,6,G-,id|06927850|ref|BAC_0100057|
17S0585608,Neisseria_gonorrhoeae,ÁÜ²¡ÄÎÉªÇò¾ú,428/2232025,0.019,1,1.3441,4.15,Neisseria,ÄÎÉª¾úÊô,4.0196,12.42,3,0,9,0.0131,1,2,0,6,G-,id|09054120|ref|BAC_0952213|
17S0585608,Neisseria_meningitidis,ÄÔÄ¤Ñ×ÄÎÉªÇò¾ú,282/2287777,0.012,1,0.8742,2.7,Neisseria,ÄÎÉª¾úÊô,4.0196,12.42,2,0,9,0.0083,1,1,0,6,G-,id|02294832|ref|BAC_0983179|
17S0585608,Methylobacterium_radiotolerans,ÄÍ¸£Éä¼×»ù¸Ë¾ú,777/6077833,0.013,1,0.9872,3.05,Methylobacterium,¼×»ù¸Ë¾úÊô,1.1596,3.58,6,6,7,0.0089,1,4,4,5,G-,id|00734235|ref|BAC_0452828|
17S0585608,Methylobacterium_populi,¼×´¼ÄÚÉúÏ¸¾ú,142/5800441,0.0024,1,0.1724,0.53,Methylobacterium,¼×»ù¸Ë¾úÊô,1.1596,3.58,1,0,7,0.0017,1,1,0,5,G-,id|01623767|ref|BAC_0319595|
17S0585608,Acidovorax_KKS102,Ê³Ëá¾ú*,762/5196935,0.015,1,1.1545,3.57,Acidovorax,Ê³Ëá¾úÊô,2.0156,6.23,6,3,6,0.0103,1,4,2,4,G-,id|09678632|ref|BAC_0561432|
17S0585608,Acidovorax_JS42,Ê³Ëá¾ú*,398/4448856,0.0089,1,0.6743,2.08,Acidovorax,Ê³Ëá¾úÊô,2.0156,6.23,3,2,6,0.0061,1,2,1,4,G-,id|08818146|ref|BAC_0636859|
17S0585608,Acidovorax_citrulli,Î÷¹ÏÊ³Ëá¾ú,132/5352772,0.0025,1,0.1868,0.58,Acidovorax,Ê³Ëá¾úÊô,2.0156,6.23,1,0,6,0.0017,1,1,0,4,G-,id|07807609|ref|BAC_0514533|
17S0585608,Pseudomonas_aeruginosa,Í­ÂÌ¼Ùµ¥°û¾ú,403/6764661,0.006,1,0.4435,1.37,Pseudomonas,¼Ùµ¥°û¾úÊô,0.5998,1.85,3,3,4,0.0041,1,2,2,3,G-,id|09239455|ref|BAC_0606125|
17S0585608,Pseudomonas_syringae,¶¡Ïã¼Ùµ¥°û¾ú,133/6397126,0.0021,1,0.1563,0.48,Pseudomonas,¼Ùµ¥°û¾úÊô,0.5998,1.85,1,0,4,0.0014,1,1,0,3,G-,id|09700314|ref|BAC_0706346|
17S0585608,Alicyclobacillus_acidocaldarius,ËáÈÈÖ¬»·ËáÑ¿°û¸Ë¾ú,124/3124048,0.004,1,0.3201,0.99,Alicyclobacillus,»·Ö¬ËáÑ¿æß¸Ë¾úÊô,0.3201,0.99,1,1,1,0.0028,1,1,1,1,G+,id|05989360|ref|BAC_0973999|
