#Sample,Species,Chinese,Coverage,CovRate,Depth,Abs_Abu,Re_Abu,Genus,GenusCh,Genus_Abs_Abu,Genus_Re_Abu,MRN,SMRN,SMRNG,SDCOV,SDdepth,SDMRN,SDSMRN,SDSMRNG,Gram,ID
17S0585549,Prevotella_melaninogenica,²úºÚÉ«ÆÕÊÏ¾ú,322401/3168282,10,1.1,885.3379,18.81,Prevotella,ÆÕÊÏ¾úÊô,1595.9806,33.91,2805,2687,4257,16.0343,1.76,4498,4308,6826,G-,id|00343707|ref|BAC_0811268|
17S0585549,Prevotella_intermedia,ÖĞ¼äÆÕÊÏ¾ú,154059/2699437,5.7,1.1,476.0252,10.11,Prevotella,ÆÕÊÏ¾úÊô,1595.9806,33.91,1285,1213,4257,9.1395,1.76,2060,1945,6826,G-,id|02512213|ref|BAC_0123615|
17S0585549,Prevotella_oral,ÆÕÊÏ¾ú*,16515/709850,2.3,1.1,194.4073,4.13,Prevotella,ÆÕÊÏ¾úÊô,1595.9806,33.91,138,112,4257,3.6879,1.76,221,180,6826,G-,id|06000822|ref|BAC_0988246|
17S0585549,Prevotella_denticola,ÆÜÑÀÆÕÊÏ¾ú,10614/2937589,0.36,1.1,30.9778,0.66,Prevotella,ÆÕÊÏ¾úÊô,1595.9806,33.91,91,57,4257,0.5772,1.76,146,91,6826,G-,id|04112121|ref|BAC_0204782|
17S0585549,Prevotella_dentalis,³İÆÕÊÏ¾ú,3467/3341085,0.1,1,8.6798,0.18,Prevotella,ÆÕÊÏ¾úÊô,1595.9806,33.91,29,12,4257,0.1603,1.6,46,19,6826,G-,id|07556764|ref|BAC_0994804|
17S0585549,Prevotella_ruminicola,ÆÜÁöÎ¸ÆÕÊÏ¾ú,233/3619559,0.0064,1,0.5526,0.01,Prevotella,ÆÕÊÏ¾úÊô,1595.9806,33.91,2,0,4257,0.0103,1.6,3,0,6826,G-,id|02317249|ref|BAC_0926414|
17S0585549,Streptococcus_I-P16,Á´Çò¾ú*,67372/2023580,3.3,1,260.4295,5.53,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,527,444,2211,5.2913,1.6,845,712,3545,G+,id|01816903|ref|BAC_0971060|
17S0585549,Streptococcus_oralis,¿ÚÇ»Á´Çò¾ú,80487/1958690,4.1,1.1,340.0232,7.22,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,666,436,2211,6.5741,1.76,1068,699,3545,G+,id|01965940|ref|BAC_0412615|
17S0585549,Streptococcus_sanguinis,ÑªºìÁ´Çò¾ú,33182/2388435,1.4,1,111.7887,2.38,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,267,208,2211,2.2448,1.6,428,334,3545,G+,id|07697218|ref|BAC_0452380|
17S0585549,Streptococcus_mitis,ÇáĞÍÁ´Çò¾ú,30321/2146611,1.4,1,114.1334,2.43,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,245,58,2211,2.2448,1.6,393,93,3545,G+,id|06582149|ref|BAC_0395579|
17S0585549,Streptococcus_pseudopneumoniae,¼Ù·ÎÑ×Á´Çò¾ú,25522/2190731,1.2,1,96.3149,2.05,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,211,43,2211,1.9241,1.6,338,69,3545,G+,id|04737927|ref|BAC_0440351|
17S0585549,Streptococcus_parasanguinis,¸±ÑªÁ´Çò¾ú,8027/2171609,0.37,1,29.4712,0.63,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,64,25,2211,0.5933,1.6,103,40,3545,G+,id|03768853|ref|BAC_0412474|
17S0585549,Streptococcus_pneumoniae,·ÎÑ×Á´Çò¾ú,21251/2245615,0.95,1,74.8125,1.59,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,168,22,2211,1.5233,1.6,269,35,3545,G+,id|08741008|ref|BAC_0582583|
17S0585549,Streptococcus_gordonii,¸ñµÇÁ´Çò¾ú,5137/2196662,0.23,1,18.6647,0.4,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,41,13,2211,0.3688,1.6,66,21,3545,G+,id|07820552|ref|BAC_0264795|
17S0585549,Streptococcus_oligofermentans,Á´Çò¾ú*,4792/2142100,0.22,1.1,18.6733,0.4,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,40,10,2211,0.3528,1.76,64,16,3545,G+,id|06053790|ref|BAC_0606428|
17S0585549,Streptococcus_salivarius,ÍÙÒºÁ´Çò¾ú,1496/2217184,0.067,1.1,5.4123,0.12,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,12,8,2211,0.1074,1.76,19,13,3545,G+,id|09732724|ref|BAC_0427440|
17S0585549,Streptococcus_anginosus,ÑÊÏ¿Ñ×Á´Çò¾ú,1476/2233640,0.066,1,5.8201,0.12,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,13,5,2211,0.1058,1.6,21,8,3545,G+,id|06289382|ref|BAC_0604665|
17S0585549,Streptococcus_constellatus,ĞÇ×ùÁ´Çò¾ú,732/1991156,0.037,1,2.5111,0.05,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,5,2,2211,0.0593,1.6,8,3,3545,G+,id|02495387|ref|BAC_0986304|
17S0585549,Streptococcus_intermedius,ÖĞ¼äÁ´Çò¾ú,641/1996214,0.032,1,2.5047,0.05,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,5,2,2211,0.0513,1.6,8,3,3545,G+,id|00066994|ref|BAC_0336524|
17S0585549,Streptococcus_equi,ÂíÁ´Çò¾ú,278/2253793,0.012,1,0.8874,0.02,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,2,1,2211,0.0192,1.6,3,2,3545,G+,id|05052675|ref|BAC_0796558|
17S0585549,Streptococcus_suis,ÖíÁ´Çò¾ú,358/2240234,0.016,1,1.3391,0.03,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,3,1,2211,0.0257,1.6,5,2,3545,G+,id|00808965|ref|BAC_0669445|
17S0585549,Streptococcus_thermophilus,ÊÈÈÈÁ´Çò¾ú,1085/1929905,0.056,1,4.6634,0.1,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,9,1,2211,0.0898,1.6,14,2,3545,G+,id|04102865|ref|BAC_0676924|
17S0585549,Streptococcus_agalactiae,ÎŞÈéÁ´Çò¾ú,42/2211485,0.0019,1,0.4522,0.01,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,1,0,2211,0.003,1.6,2,0,3545,G+,id|04221656|ref|BAC_0554769|
17S0585549,Streptococcus_gallolyticus,½âÃ»Ê³×ÓËáÁ´Çò¾ú,428/2362241,0.018,1.2,1.6933,0.04,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,4,0,2211,0.0289,1.92,6,0,3545,G+,id|06087710|ref|BAC_0493632|
17S0585549,Streptococcus_lutetiensis,°ÍÀèÁ´Çò¾ú,353/1975547,0.018,1,1.5186,0.03,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,3,0,2211,0.0289,1.6,5,0,3545,G+,id|07634325|ref|BAC_0626199|
17S0585549,Streptococcus_macedonicus,ÂíÆä¶ÙÁ´Çò¾ú,148/2130034,0.0069,1,0.4695,0.01,Streptococcus,Á´Çò¾úÊô,1093.0419,23.23,1,0,2211,0.0111,1.6,2,0,3545,G+,id|01021915|ref|BAC_0782129|
