#Sample,Species,Chinese,Coverage,CovRate,Depth,Abs_Abu,Re_Abu,Genus,GenusCh,Genus_Abs_Abu,Genus_Re_Abu,MRN,SMRN,SMRNG,SDCOV,SDdepth,SDMRN,SDSMRN,SDSMRNG,ID
17D0585286,Enterobius_vermicularissta,蠕形住肠线虫,76/111762754,6.8e-05,10,0.1292,26.00,Enterobius,蛲虫属,0.1292,26.00,14,2,2,0.0000,6.57,9,1,1,id|00051620|ref|PARA_0954579|
17D0585286,Trichinella_papuae,巴布亚旋毛虫,511/46127921,0.0011,1.1,0.2168,43.63,Trichinella,旋毛线虫属,0.259,52.12,10,1,1,0.0007,1,7,1,1,id|08036445|ref|PARA_0736384|
17D0585286,Ancylostoma_ceylanicum,锡兰钩口线虫,38/311620381,1.2e-05,1,0.0032,0.64,Ancylostoma,钩口线虫属,0.0032,0.64,1,0,0,0.0000,1,1,0,0,id|00695225|ref|PARA_0887973|
17D0585286,Brugia_malayi,马来布鲁线虫,123/83260397,0.00015,1,0.0240,4.83,Brugia,布鲁格丝虫属,0.024,4.83,2,0,0,0.0001,1,1,0,0,id|00065197|ref|PARA_0987982|
17D0585286,Clonorchis_sinensis,华支睾吸虫,46/543412348,8.5e-06,1,0.0018,0.36,Clonorchis,支睾吸虫属,0.0018,0.36,1,0,0,0.0000,1,1,0,0,id|07727997|ref|PARA_0073067|
17D0585286,Loa_Loa,罗阿罗阿丝虫,41/30335211,0.00014,1,0.0337,6.78,Loa,Loa,0.0337,6.78,1,0,0,0.0001,1,1,0,0,id|04679125|ref|PARA_0464377|
17D0585286,Necator_americanus,美州板口线虫,37/230537098,1.6e-05,1,0.0051,1.03,Necator,板口线虫属,0.0051,1.03,1,0,0,0.0000,1,1,0,0,id|02357071|ref|PARA_0987024|
17D0585286,Trichinella_zimbabwensis,津巴布韦旋毛虫,173/47413163,0.00036,1,0.0422,8.49,Trichinella,旋毛线虫属,0.259,52.12,2,0,1,0.0002,1,1,0,1,id|06906286|ref|PARA_0310201|
17D0585286,Trichuris_trichiura,毛首鞭形线虫,127/66817909,0.00019,1,0.0150,3.02,Trichuris,毛首鞭虫属,0.015,3.02,1,0,0,0.0001,1,1,0,0,id|00878515|ref|PARA_0972675|
17D0585286,Wuchereria_bancrofti,班氏吴策线虫,100/77159569,0.00013,1,0.0259,5.21,Wuchereria,吴策线虫属,0.0259,5.21,2,0,0,0.0001,1,1,0,0,id|00162590|ref|PARA_0771300|
