#Sample,Species,Chinese,Coverage,CovRate,Depth,Abs_Abu,Re_Abu,Genus,GenusCh,Genus_Abs_Abu,Genus_Re_Abu,MRN,SMRN,SMRNG,SDCOV,SDdepth,SDMRN,SDSMRN,SDSMRNG,Gram,ID
17S0585622,Prevotella_melaninogenica,²úºÚÉ«ÆÕÊÏ¾ú,118387/3168282,3.7,1.1,316.2597,17.85,Prevotella,ÆÕÊÏ¾úÊô,466.9028,26.35,1002,928,1136,1.4746,1,399,370,453,G-,id|00343707|ref|BAC_0811268|
17S0585622,Prevotella_oral,ÆÕÊÏ¾ú*,10360/709850,1.5,1,119.7436,6.76,Prevotella,ÆÕÊÏ¾úÊô,466.9028,26.35,85,60,1136,0.5978,1,34,24,453,G-,id|06000822|ref|BAC_0988246|
17S0585622,Prevotella_denticola,ÆÜÑÀÆÕÊÏ¾ú,5196/2937589,0.18,1.1,14.9783,0.85,Prevotella,ÆÕÊÏ¾úÊô,466.9028,26.35,44,22,1136,0.0717,1,18,9,453,G-,id|04112121|ref|BAC_0204782|
17S0585622,Prevotella_intermedia,ÖĞ¼äÆÕÊÏ¾ú,3239/2699437,0.12,1.1,10.3725,0.59,Prevotella,ÆÕÊÏ¾úÊô,466.9028,26.35,28,21,1136,0.0478,1,11,8,453,G-,id|02512213|ref|BAC_0123615|
17S0585622,Prevotella_dentalis,³İÆÕÊÏ¾ú,1661/3341085,0.05,1,3.891,0.22,Prevotella,ÆÕÊÏ¾úÊô,466.9028,26.35,13,2,1136,0.0199,1,5,1,453,G-,id|07556764|ref|BAC_0994804|
17S0585622,Prevotella_ruminicola,ÆÜÁöÎ¸ÆÕÊÏ¾ú,712/3619559,0.02,1.1,1.6577,0.09,Prevotella,ÆÕÊÏ¾úÊô,466.9028,26.35,6,1,1136,0.008,1,2,0,453,G-,id|02317249|ref|BAC_0926414|
17S0585622,Streptococcus_parasanguinis,¸±ÑªÁ´Çò¾ú,62716/2171609,2.9,1,232.5465,13.12,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,505,449,998,1.1558,1,201,179,398,G+,id|03768853|ref|BAC_0412474|
17S0585622,Streptococcus_mitis,ÇáĞÍÁ´Çò¾ú,22706/2146611,1.1,1,85.2507,4.81,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,183,77,998,0.4384,1,73,31,398,G+,id|06582149|ref|BAC_0395579|
17S0585622,Streptococcus_I-P16,Á´Çò¾ú*,6136/2023580,0.3,1,24.2145,1.37,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,49,26,998,0.1196,1,20,10,398,G+,id|01816903|ref|BAC_0971060|
17S0585622,Streptococcus_pseudopneumoniae,¼Ù·ÎÑ×Á´Çò¾ú,15698/2190731,0.72,1,57.515,3.25,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,126,26,998,0.2869,1,50,10,398,G+,id|04737927|ref|BAC_0440351|
17S0585622,Streptococcus_pneumoniae,·ÎÑ×Á´Çò¾ú,12598/2245615,0.56,1,43.1953,2.44,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,97,16,998,0.2232,1,39,6,398,G+,id|08741008|ref|BAC_0582583|
17S0585622,Streptococcus_oralis,¿ÚÇ»Á´Çò¾ú,3793/1958690,0.19,1,14.8058,0.84,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,29,5,998,0.0757,1,12,2,398,G+,id|01965940|ref|BAC_0412615|
17S0585622,Streptococcus_anginosus,ÑÊÏ¿Ñ×Á´Çò¾ú,904/2233640,0.04,1,3.5816,0.2,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,8,2,998,0.0159,1,3,1,398,G+,id|06289382|ref|BAC_0604665|
17S0585622,Streptococcus_intermedius,ÖĞ¼äÁ´Çò¾ú,586/1996214,0.029,1,2.5047,0.14,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,5,2,998,0.0116,1,2,1,398,G+,id|00066994|ref|BAC_0336524|
17S0585622,Streptococcus_salivarius,ÍÙÒºÁ´Çò¾ú,1227/2217184,0.055,1,4.5102,0.25,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,10,2,998,0.0219,1,4,1,398,G+,id|09732724|ref|BAC_0427440|
17S0585622,Streptococcus_sanguinis,ÑªºìÁ´Çò¾ú,752/2388435,0.031,1.1,2.5121,0.14,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,6,2,998,0.0124,1,2,1,398,G+,id|07697218|ref|BAC_0452380|
17S0585622,Streptococcus_constellatus,ĞÇ×ùÁ´Çò¾ú,275/1991156,0.014,1,1.0044,0.06,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,2,1,998,0.0056,1,1,0,398,G+,id|02495387|ref|BAC_0986304|
17S0585622,Streptococcus_equi,ÂíÁ´Çò¾ú,148/2253793,0.0066,1,0.4437,0.03,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,1,0,998,0.0026,1,0,0,398,G+,id|05052675|ref|BAC_0796558|
17S0585622,Streptococcus_gallolyticus,½âÃ»Ê³×ÓËáÁ´Çò¾ú,295/2362241,0.012,1,0.8467,0.05,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,2,0,998,0.0048,1,1,0,398,G+,id|06087710|ref|BAC_0493632|
17S0585622,Streptococcus_gordonii,¸ñµÇÁ´Çò¾ú,673/2196662,0.031,1,2.7314,0.15,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,6,0,998,0.0124,1,2,0,398,G+,id|07820552|ref|BAC_0264795|
17S0585622,Streptococcus_lutetiensis,°ÍÀèÁ´Çò¾ú,536/1975547,0.027,1,2.0248,0.11,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,4,0,998,0.0108,1,2,0,398,G+,id|07634325|ref|BAC_0626199|
17S0585622,Streptococcus_macedonicus,ÂíÆä¶ÙÁ´Çò¾ú,110/2130034,0.0052,1,0.4695,0.03,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,1,0,998,0.0021,1,0,0,398,G+,id|01021915|ref|BAC_0782129|
17S0585622,Streptococcus_oligofermentans,Á´Çò¾ú*,671/2142100,0.031,1,2.3342,0.13,Streptococcus,Á´Çò¾úÊô,483.9107,27.31,5,0,998,0.0124,1,2,0,398,G+,id|06053790|ref|BAC_0606428|
